"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Dec 24 01:09:35 GMT 2023","Sun Dec 24 01:09:35 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"broken","Sun Dec 24 01:15:37 GMT 2023","Sun Dec 24 01:15:37 GMT 2023","667","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 025 Доставка товара весом до 10000кг. в синей зоне",""
"broken","Sun Dec 24 01:25:02 GMT 2023","Sun Dec 24 01:25:17 GMT 2023","15100","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"broken","Sun Dec 24 01:09:13 GMT 2023","Sun Dec 24 01:09:13 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"passed","Sun Dec 24 01:07:57 GMT 2023","Sun Dec 24 01:08:04 GMT 2023","6097","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"skipped","Sun Dec 24 01:08:50 GMT 2023","Sun Dec 24 01:08:50 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"skipped","Sun Dec 24 01:12:21 GMT 2023","Sun Dec 24 01:12:21 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"broken","Sun Dec 24 01:15:29 GMT 2023","Sun Dec 24 01:15:29 GMT 2023","643","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 020 Доставка товара весом до 2000кг. в синей зоне",""
"passed","Sun Dec 24 01:20:08 GMT 2023","Sun Dec 24 01:20:16 GMT 2023","7972","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Sun Dec 24 01:23:37 GMT 2023","Sun Dec 24 01:23:47 GMT 2023","10284","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"passed","Sun Dec 24 01:21:53 GMT 2023","Sun Dec 24 01:22:03 GMT 2023","10276","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Sun Dec 24 01:19:43 GMT 2023","Sun Dec 24 01:19:58 GMT 2023","15104","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"skipped","Sun Dec 24 01:22:37 GMT 2023","Sun Dec 24 01:22:52 GMT 2023","15101","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Sun Dec 24 01:09:22 GMT 2023","Sun Dec 24 01:09:23 GMT 2023","1200","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"broken","Sun Dec 24 01:15:27 GMT 2023","Sun Dec 24 01:15:28 GMT 2023","622","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 019 Доставка товара весом до 1700кг. в синей зоне",""
"skipped","Sun Dec 24 01:15:18 GMT 2023","Sun Dec 24 01:15:18 GMT 2023","667","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 013-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-366-11000-4800-12450-13480-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Sun Dec 24 01:26:31 GMT 2023","Sun Dec 24 01:26:50 GMT 2023","18394","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"failed","Sun Dec 24 01:27:41 GMT 2023","Sun Dec 24 01:27:43 GMT 2023","2017","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"broken","Sun Dec 24 01:15:16 GMT 2023","Sun Dec 24 01:15:17 GMT 2023","664","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 012-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-333-10000-4450-11990-12500-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Sun Dec 24 01:09:34 GMT 2023","Sun Dec 24 01:09:34 GMT 2023","61","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"skipped","Sun Dec 24 01:23:48 GMT 2023","Sun Dec 24 01:24:03 GMT 2023","15100","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"broken","Sun Dec 24 01:15:21 GMT 2023","Sun Dec 24 01:15:22 GMT 2023","713","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"skipped","Sun Dec 24 01:22:27 GMT 2023","Sun Dec 24 01:22:36 GMT 2023","8999","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Sun Dec 24 01:26:59 GMT 2023","Sun Dec 24 01:27:17 GMT 2023","18613","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"passed","Sun Dec 24 01:12:47 GMT 2023","Sun Dec 24 01:12:47 GMT 2023","144","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"broken","Sun Dec 24 01:14:59 GMT 2023","Sun Dec 24 01:14:59 GMT 2023","820","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 001-products/uroven---uglomer-elektronnyj-kapro-992-1-30-0-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Sun Dec 24 01:09:25 GMT 2023","Sun Dec 24 01:09:25 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Sun Dec 24 01:17:12 GMT 2023","Sun Dec 24 01:17:27 GMT 2023","15100","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"broken","Sun Dec 24 01:11:25 GMT 2023","Sun Dec 24 01:11:25 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Sun Dec 24 01:11:07 GMT 2023","Sun Dec 24 01:11:14 GMT 2023","7630","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Sun Dec 24 01:11:25 GMT 2023","Sun Dec 24 01:11:25 GMT 2023","143","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"skipped","Sun Dec 24 01:17:01 GMT 2023","Sun Dec 24 01:17:11 GMT 2023","9845","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"broken","Sun Dec 24 01:15:15 GMT 2023","Sun Dec 24 01:15:15 GMT 2023","677","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 011-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-299-9000-3600-7960-8980-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Sun Dec 24 01:20:17 GMT 2023","Sun Dec 24 01:20:32 GMT 2023","15098","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Sun Dec 24 01:24:50 GMT 2023","Sun Dec 24 01:25:00 GMT 2023","10407","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"broken","Sun Dec 24 01:10:14 GMT 2023","Sun Dec 24 01:10:14 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Sun Dec 24 01:18:50 GMT 2023","Sun Dec 24 01:19:00 GMT 2023","10717","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
