"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 01 01:09:04 GMT 2024","Thu Feb 01 01:09:04 GMT 2024","143","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Thu Feb 01 01:18:06 GMT 2024","Thu Feb 01 01:18:15 GMT 2024","8342","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Thu Feb 01 01:23:09 GMT 2024","Thu Feb 01 01:23:20 GMT 2024","11023","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_7500_to_9999rub_smoke",""
"skipped","Thu Feb 01 01:10:46 GMT 2024","Thu Feb 01 01:11:11 GMT 2024","24901","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"broken","Thu Feb 01 01:12:54 GMT 2024","Thu Feb 01 01:12:54 GMT 2024","629","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 007-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-66-2000-1300-2490-2980-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Thu Feb 01 01:08:54 GMT 2024","Thu Feb 01 01:08:54 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"broken","Thu Feb 01 01:13:05 GMT 2024","Thu Feb 01 01:13:06 GMT 2024","644","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"skipped","Thu Feb 01 01:24:22 GMT 2024","Thu Feb 01 01:24:48 GMT 2024","26464","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта mail.ru",""
"broken","Thu Feb 01 01:06:21 GMT 2024","Thu Feb 01 01:06:21 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Thu Feb 01 01:26:42 GMT 2024","Thu Feb 01 01:26:49 GMT 2024","6619","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Thu Feb 01 01:07:13 GMT 2024","Thu Feb 01 01:07:14 GMT 2024","1358","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Thu Feb 01 01:26:17 GMT 2024","Thu Feb 01 01:26:27 GMT 2024","9619","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Thu Feb 01 01:14:49 GMT 2024","Thu Feb 01 01:14:59 GMT 2024","10433","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"passed","Thu Feb 01 01:16:07 GMT 2024","Thu Feb 01 01:16:19 GMT 2024","11994","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_50_3499rub_smoke",""
"broken","Thu Feb 01 01:07:16 GMT 2024","Thu Feb 01 01:07:16 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"skipped","Thu Feb 01 01:13:22 GMT 2024","Thu Feb 01 01:13:22 GMT 2024","459","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 027 Доставка товара весом до 20000кг. в синей зоне",""
"broken","Thu Feb 01 01:19:32 GMT 2024","Thu Feb 01 01:19:47 GMT 2024","15111","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Thu Feb 01 01:15:40 GMT 2024","Thu Feb 01 01:15:55 GMT 2024","15115","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_3500_4999rub_smoke",""
"passed","Thu Feb 01 01:16:57 GMT 2024","Thu Feb 01 01:17:12 GMT 2024","15114","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
"broken","Thu Feb 01 01:06:32 GMT 2024","Thu Feb 01 01:06:32 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"skipped","Thu Feb 01 01:24:59 GMT 2024","Thu Feb 01 01:25:20 GMT 2024","20896","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"passed","Thu Feb 01 01:21:14 GMT 2024","Thu Feb 01 01:21:25 GMT 2024","11085","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_3500_to_4999rub_smoke",""
"broken","Thu Feb 01 01:26:16 GMT 2024","Thu Feb 01 01:26:16 GMT 2024","135","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"skipped","Thu Feb 01 01:13:16 GMT 2024","Thu Feb 01 01:13:16 GMT 2024","442","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 023 Доставка товара весом до 6200кг. в синей зоне",""
"passed","Thu Feb 01 01:08:46 GMT 2024","Thu Feb 01 01:08:52 GMT 2024","6304","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"broken","Thu Feb 01 01:13:09 GMT 2024","Thu Feb 01 01:13:10 GMT 2024","445","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
