"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Sep 18 01:22:44 GMT 2023","Mon Sep 18 01:22:49 GMT 2023","5131","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта ya.ru",""
"broken","Mon Sep 18 01:08:03 GMT 2023","Mon Sep 18 01:08:03 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"skipped","Mon Sep 18 01:07:31 GMT 2023","Mon Sep 18 01:07:47 GMT 2023","15699","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"broken","Mon Sep 18 01:16:13 GMT 2023","Mon Sep 18 01:16:28 GMT 2023","15073","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Mon Sep 18 01:09:53 GMT 2023","Mon Sep 18 01:10:05 GMT 2023","11953","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"broken","Mon Sep 18 01:09:11 GMT 2023","Mon Sep 18 01:09:11 GMT 2023","671","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 008-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-149-4500-2300-3980-4490-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Mon Sep 18 01:09:16 GMT 2023","Mon Sep 18 01:09:17 GMT 2023","634","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 011-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-299-9000-3600-7960-8980-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Mon Sep 18 01:05:24 GMT 2023","Mon Sep 18 01:05:24 GMT 2023","24","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"broken","Mon Sep 18 01:08:41 GMT 2023","Mon Sep 18 01:08:56 GMT 2023","15737","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Mon Sep 18 01:16:02 GMT 2023","Mon Sep 18 01:16:11 GMT 2023","9059","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Mon Sep 18 01:04:23 GMT 2023","Mon Sep 18 01:04:29 GMT 2023","6427","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Mon Sep 18 01:16:40 GMT 2023","Mon Sep 18 01:16:51 GMT 2023","10887","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Mon Sep 18 01:23:24 GMT 2023","Mon Sep 18 01:23:35 GMT 2023","10875","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"broken","Mon Sep 18 01:16:52 GMT 2023","Mon Sep 18 01:17:08 GMT 2023","15044","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Mon Sep 18 01:20:53 GMT 2023","Mon Sep 18 01:20:54 GMT 2023","1437","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход с окна авторизации на страницу восстановления пароля",""
"passed","Mon Sep 18 01:03:26 GMT 2023","Mon Sep 18 01:03:27 GMT 2023","1507","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"broken","Mon Sep 18 01:01:15 GMT 2023","Mon Sep 18 01:01:31 GMT 2023","16077","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Mon Sep 18 01:04:53 GMT 2023","Mon Sep 18 01:04:54 GMT 2023","117","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"broken","Mon Sep 18 01:09:38 GMT 2023","Mon Sep 18 01:09:39 GMT 2023","625","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 024 Доставка товара весом до 9000кг. в синей зоне",""
"passed","Mon Sep 18 01:07:57 GMT 2023","Mon Sep 18 01:08:03 GMT 2023","6212","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"passed","Mon Sep 18 01:02:23 GMT 2023","Mon Sep 18 01:02:31 GMT 2023","8794","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Mon Sep 18 01:20:42 GMT 2023","Mon Sep 18 01:20:42 GMT 2023","280","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Проверка открытия тултипа с кнопками 'Войти' и 'Регистрация' и открытия окна авторизации",""
"skipped","Mon Sep 18 01:09:19 GMT 2023","Mon Sep 18 01:09:20 GMT 2023","680","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 013-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-366-11000-4800-12450-13480-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Mon Sep 18 01:02:47 GMT 2023","Mon Sep 18 01:02:47 GMT 2023","22","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"broken","Mon Sep 18 01:09:26 GMT 2023","Mon Sep 18 01:09:27 GMT 2023","670","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 017 Доставка товара весом до 400кг. в синей зоне",""
"passed","Mon Sep 18 01:10:07 GMT 2023","Mon Sep 18 01:10:22 GMT 2023","15046","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"skipped","Mon Sep 18 01:09:41 GMT 2023","Mon Sep 18 01:09:42 GMT 2023","626","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 026 Доставка товара весом до 11000кг. в синей зоне",""
"passed","Mon Sep 18 01:23:36 GMT 2023","Mon Sep 18 01:23:46 GMT 2023","9980","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Mon Sep 18 01:05:06 GMT 2023","Mon Sep 18 01:05:08 GMT 2023","2365","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Mon Sep 18 01:06:53 GMT 2023","Mon Sep 18 01:06:53 GMT 2023","290","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"passed","Mon Sep 18 01:03:14 GMT 2023","Mon Sep 18 01:03:14 GMT 2023","197","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"skipped","Mon Sep 18 01:02:45 GMT 2023","Mon Sep 18 01:02:45 GMT 2023","43","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"broken","Mon Sep 18 01:02:12 GMT 2023","Mon Sep 18 01:02:12 GMT 2023","20","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"broken","Mon Sep 18 01:02:33 GMT 2023","Mon Sep 18 01:02:33 GMT 2023","23","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"skipped","Mon Sep 18 01:09:25 GMT 2023","Mon Sep 18 01:09:25 GMT 2023","622","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 016 Доставка товара весом до 300кг. в синей зоне",""
"skipped","Mon Sep 18 01:05:20 GMT 2023","Mon Sep 18 01:05:22 GMT 2023","2116","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"broken","Mon Sep 18 01:09:12 GMT 2023","Mon Sep 18 01:09:13 GMT 2023","666","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 009-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-166-5000-2500-4990-5480-https://sandboxtest.stroyrem-nn.ru/]",""
"skipped","Mon Sep 18 01:09:14 GMT 2023","Mon Sep 18 01:09:15 GMT 2023","849","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 010-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-206-6200-2900-5570-6120-https://sandboxtest.stroyrem-nn.ru/]",""
