"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 01 01:11:38 GMT 2023","Fri Sep 01 01:11:53 GMT 2023","15343","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"passed","Fri Sep 01 01:19:17 GMT 2023","Fri Sep 01 01:19:27 GMT 2023","9880","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_0_to_49rub_smoke",""
"passed","Fri Sep 01 01:06:20 GMT 2023","Fri Sep 01 01:06:22 GMT 2023","1782","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Fri Sep 01 01:22:41 GMT 2023","Fri Sep 01 01:22:50 GMT 2023","9835","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_50_to_3499rub_smoke",""
"passed","Fri Sep 01 01:07:44 GMT 2023","Fri Sep 01 01:07:49 GMT 2023","4178","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Fri Sep 01 01:09:12 GMT 2023","Fri Sep 01 01:09:14 GMT 2023","2017","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"skipped","Fri Sep 01 01:15:05 GMT 2023","Fri Sep 01 01:15:14 GMT 2023","9515","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"passed","Fri Sep 01 01:21:39 GMT 2023","Fri Sep 01 01:21:49 GMT 2023","9799","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_3500_to_4999rub_smoke",""
"passed","Fri Sep 01 01:05:18 GMT 2023","Fri Sep 01 01:05:26 GMT 2023","8084","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"broken","Fri Sep 01 01:13:33 GMT 2023","Fri Sep 01 01:13:34 GMT 2023","201","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 022 Доставка товара весом до 5000кг. в синей зоне",""
