"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 04 01:07:50 GMT 2024","Sun Feb 04 01:07:50 GMT 2024","85","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"skipped","Sun Feb 04 01:19:06 GMT 2024","Sun Feb 04 01:19:21 GMT 2024","15118","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Sun Feb 04 01:23:05 GMT 2024","Sun Feb 04 01:23:22 GMT 2024","17369","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"passed","Sun Feb 04 01:06:51 GMT 2024","Sun Feb 04 01:06:51 GMT 2024","117","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"passed","Sun Feb 04 01:12:44 GMT 2024","Sun Feb 04 01:12:54 GMT 2024","10285","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"broken","Sun Feb 04 01:11:45 GMT 2024","Sun Feb 04 01:12:01 GMT 2024","15716","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"passed","Sun Feb 04 01:12:55 GMT 2024","Sun Feb 04 01:13:10 GMT 2024","15119","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"broken","Sun Feb 04 01:12:13 GMT 2024","Sun Feb 04 01:12:13 GMT 2024","427","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 009-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-166-5000-2500-4990-5480-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Sun Feb 04 01:08:09 GMT 2024","Sun Feb 04 01:08:09 GMT 2024","14","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Sun Feb 04 01:07:18 GMT 2024","Sun Feb 04 01:07:19 GMT 2024","1070","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"broken","Sun Feb 04 01:12:24 GMT 2024","Sun Feb 04 01:12:25 GMT 2024","321","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"skipped","Sun Feb 04 01:23:31 GMT 2024","Sun Feb 04 01:23:35 GMT 2024","3792","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта ya.ru",""
"broken","Sun Feb 04 01:06:08 GMT 2024","Sun Feb 04 01:06:08 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sun Feb 04 01:07:00 GMT 2024","Sun Feb 04 01:07:01 GMT 2024","1055","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"broken","Sun Feb 04 01:06:52 GMT 2024","Sun Feb 04 01:06:52 GMT 2024","14","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
