"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Dec 20 01:06:53 GMT 2023","Wed Dec 20 01:07:09 GMT 2023","15120","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"broken","Wed Dec 20 01:00:23 GMT 2023","Wed Dec 20 01:00:23 GMT 2023","505","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 025 Доставка товара весом до 10000кг. в синей зоне",""
"skipped","Wed Dec 20 00:56:11 GMT 2023","Wed Dec 20 00:56:11 GMT 2023","14","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"broken","Wed Dec 20 00:54:48 GMT 2023","Wed Dec 20 00:54:48 GMT 2023","13","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"broken","Wed Dec 20 00:53:21 GMT 2023","Wed Dec 20 00:53:37 GMT 2023","15754","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Wed Dec 20 00:58:50 GMT 2023","Wed Dec 20 00:58:54 GMT 2023","3883","tests.catalog","test_catalog_page","TestCatalogPage","","","007_positive_catalog_first_link_smoke",""
"broken","Wed Dec 20 01:00:09 GMT 2023","Wed Dec 20 01:00:10 GMT 2023","495","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"passed","Wed Dec 20 01:03:00 GMT 2023","Wed Dec 20 01:03:15 GMT 2023","15125","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_50_3499rub_smoke",""
"passed","Wed Dec 20 01:10:53 GMT 2023","Wed Dec 20 01:11:11 GMT 2023","18101","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта vk.ru",""
"passed","Wed Dec 20 01:05:38 GMT 2023","Wed Dec 20 01:05:46 GMT 2023","8052","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
