"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 12 01:07:06 GMT 2024","Tue Mar 12 01:07:07 GMT 2024","332","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 009-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-166-5000-2500-4990-5480-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Tue Mar 12 01:07:36 GMT 2024","Tue Mar 12 01:07:47 GMT 2024","10734","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"broken","Tue Mar 12 01:02:58 GMT 2024","Tue Mar 12 01:02:58 GMT 2024","15","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"broken","Tue Mar 12 01:06:16 GMT 2024","Tue Mar 12 01:06:38 GMT 2024","22271","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"broken","Tue Mar 12 01:07:17 GMT 2024","Tue Mar 12 01:07:18 GMT 2024","336","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"broken","Tue Mar 12 01:02:16 GMT 2024","Tue Mar 12 01:02:16 GMT 2024","30","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Tue Mar 12 01:10:40 GMT 2024","Tue Mar 12 01:10:55 GMT 2024","15114","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
"broken","Tue Mar 12 01:00:36 GMT 2024","Tue Mar 12 01:00:36 GMT 2024","12","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"broken","Tue Mar 12 01:07:00 GMT 2024","Tue Mar 12 01:07:00 GMT 2024","322","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 004-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-13-400-450-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Tue Mar 12 01:02:50 GMT 2024","Tue Mar 12 01:02:50 GMT 2024","14","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
