"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 02:18:14 GMT 2024","Thu Jan 25 02:18:23 GMT 2024","8357","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Thu Jan 25 01:10:19 GMT 2024","Thu Jan 25 01:10:24 GMT 2024","5020","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"broken","Thu Jan 25 02:19:00 GMT 2024","Thu Jan 25 02:19:15 GMT 2024","15071","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Thu Jan 25 02:18:48 GMT 2024","Thu Jan 25 02:18:58 GMT 2024","10295","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_10000_to_14999rub_smoke",""
"passed","Thu Jan 25 02:17:17 GMT 2024","Thu Jan 25 02:17:32 GMT 2024","15070","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"broken","Thu Jan 25 01:10:25 GMT 2024","Thu Jan 25 01:10:25 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Thu Jan 25 01:10:33 GMT 2024","Thu Jan 25 01:10:33 GMT 2024","145","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"skipped","Thu Jan 25 01:46:42 GMT 2024","Thu Jan 25 01:48:52 GMT 2024","130181","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 016 Доставка товара весом до 300кг. в синей зоне",""
"broken","Thu Jan 25 01:16:07 GMT 2024","Thu Jan 25 01:18:17 GMT 2024","130176","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 002-products/shtukaturka-tsementnaya-bergauf-bau-putts-tsement-25kg-56sht-1-30-400-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"broken","Thu Jan 25 01:44:31 GMT 2024","Thu Jan 25 01:46:41 GMT 2024","130170","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
