"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 10 01:08:26 GMT 2024","Wed Jan 10 01:08:26 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"broken","Wed Jan 10 01:07:56 GMT 2024","Wed Jan 10 01:07:56 GMT 2024","14","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"skipped","Wed Jan 10 01:20:34 GMT 2024","Wed Jan 10 01:20:49 GMT 2024","15098","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_5000_to_7499rub_smoke",""
"passed","Wed Jan 10 01:13:45 GMT 2024","Wed Jan 10 01:13:55 GMT 2024","10528","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"broken","Wed Jan 10 01:12:33 GMT 2024","Wed Jan 10 01:12:33 GMT 2024","403","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 006-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-25-1700-990-1990-2480-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Wed Jan 10 01:24:21 GMT 2024","Wed Jan 10 01:24:26 GMT 2024","4556","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Wed Jan 10 01:14:17 GMT 2024","Wed Jan 10 01:14:27 GMT 2024","9812","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_15000rub_and_above_smoke",""
"passed","Wed Jan 10 01:05:29 GMT 2024","Wed Jan 10 01:05:36 GMT 2024","6542","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Wed Jan 10 01:18:13 GMT 2024","Wed Jan 10 01:18:21 GMT 2024","7826","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"passed","Wed Jan 10 01:08:17 GMT 2024","Wed Jan 10 01:08:17 GMT 2024","75","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"skipped","Wed Jan 10 01:19:18 GMT 2024","Wed Jan 10 01:19:26 GMT 2024","8523","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"broken","Wed Jan 10 01:12:48 GMT 2024","Wed Jan 10 01:12:48 GMT 2024","361","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 017 Доставка товара весом до 400кг. в синей зоне",""
"skipped","Wed Jan 10 01:19:28 GMT 2024","Wed Jan 10 01:19:43 GMT 2024","15098","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"passed","Wed Jan 10 01:17:18 GMT 2024","Wed Jan 10 01:17:33 GMT 2024","15095","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_7500_9999rub_smoke",""
"passed","Wed Jan 10 01:22:21 GMT 2024","Wed Jan 10 01:22:22 GMT 2024","1164","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход с окна авторизации на страницу восстановления пароля",""
"broken","Wed Jan 10 01:07:47 GMT 2024","Wed Jan 10 01:07:47 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Wed Jan 10 01:24:03 GMT 2024","Wed Jan 10 01:24:10 GMT 2024","6558","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"broken","Wed Jan 10 01:08:18 GMT 2024","Wed Jan 10 01:08:18 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"broken","Wed Jan 10 01:07:11 GMT 2024","Wed Jan 10 01:07:11 GMT 2024","13","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"broken","Wed Jan 10 01:12:54 GMT 2024","Wed Jan 10 01:12:55 GMT 2024","605","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 022 Доставка товара весом до 5000кг. в синей зоне",""
"passed","Wed Jan 10 01:15:37 GMT 2024","Wed Jan 10 01:15:52 GMT 2024","15104","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_50_3499rub_smoke",""
