"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 23 01:05:13 GMT 2023","Sat Dec 23 01:05:13 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Sat Dec 23 01:18:21 GMT 2023","Sat Dec 23 01:18:33 GMT 2023","11357","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_50_to_3499rub_smoke",""
"broken","Sat Dec 23 01:06:36 GMT 2023","Sat Dec 23 01:06:36 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","003_positive_pic_stroymateriali_smoke(catalog)",""
"skipped","Sat Dec 23 01:09:28 GMT 2023","Sat Dec 23 01:09:28 GMT 2023","616","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 027 Доставка товара весом до 20000кг. в синей зоне",""
"passed","Sat Dec 23 01:10:17 GMT 2023","Sat Dec 23 01:10:28 GMT 2023","11271","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_10000_14999rub_smoke",""
"failed","Sat Dec 23 01:22:03 GMT 2023","Sat Dec 23 01:22:05 GMT 2023","2296","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"skipped","Sat Dec 23 01:06:54 GMT 2023","Sat Dec 23 01:07:18 GMT 2023","24497","tests.catalog","test_catalog_page","TestCatalogPage","","","004_positive_alfabet_plaster_mixtures_smoke",""
"broken","Sat Dec 23 01:09:15 GMT 2023","Sat Dec 23 01:09:16 GMT 2023","447","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 018 Доставка товара весом до 500кг. в синей зоне",""
"passed","Sat Dec 23 01:22:15 GMT 2023","Sat Dec 23 01:22:21 GMT 2023","5986","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"broken","Sat Dec 23 01:05:03 GMT 2023","Sat Dec 23 01:05:03 GMT 2023","14","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Sat Dec 23 01:22:22 GMT 2023","Sat Dec 23 01:22:28 GMT 2023","5595","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"passed","Sat Dec 23 01:02:07 GMT 2023","Sat Dec 23 01:02:15 GMT 2023","8373","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Dec 23 01:02:52 GMT 2023","Sat Dec 23 01:02:53 GMT 2023","119","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
