"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 08 01:04:11 GMT 2023","Wed Nov 08 01:04:12 GMT 2023","1126","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"broken","Wed Nov 08 01:03:56 GMT 2023","Wed Nov 08 01:03:56 GMT 2023","15","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"skipped","Wed Nov 08 01:20:41 GMT 2023","Wed Nov 08 01:20:59 GMT 2023","18672","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"broken","Wed Nov 08 01:05:37 GMT 2023","Wed Nov 08 01:05:37 GMT 2023","0","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_stroymateriali_smoke(catalog)",""
"passed","Wed Nov 08 01:15:51 GMT 2023","Wed Nov 08 01:15:59 GMT 2023","7842","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"broken","Wed Nov 08 01:04:13 GMT 2023","Wed Nov 08 01:04:13 GMT 2023","19","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"broken","Wed Nov 08 01:03:37 GMT 2023","Wed Nov 08 01:03:37 GMT 2023","20","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"skipped","Wed Nov 08 01:09:34 GMT 2023","Wed Nov 08 01:09:38 GMT 2023","3856","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 013-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-366-11000-4800-12450-13480-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Wed Nov 08 01:05:21 GMT 2023","Wed Nov 08 01:05:28 GMT 2023","6628","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"failed","Wed Nov 08 01:21:43 GMT 2023","Wed Nov 08 01:21:45 GMT 2023","2056","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
