"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 05 00:51:23 GMT 2023","Sat Aug 05 00:51:29 GMT 2023","6414","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Sat Aug 05 00:55:41 GMT 2023","Sat Aug 05 00:55:41 GMT 2023","64","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Sat Aug 05 00:55:27 GMT 2023","Sat Aug 05 00:55:27 GMT 2023","115","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"passed","Sat Aug 05 00:53:09 GMT 2023","Sat Aug 05 00:53:10 GMT 2023","114","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Sat Aug 05 00:54:52 GMT 2023","Sat Aug 05 00:54:56 GMT 2023","3697","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Sat Aug 05 00:55:48 GMT 2023","Sat Aug 05 00:55:48 GMT 2023","66","tests","test_main_page","TestMainPage","","","TC 015 - Проверка функциональности ссылки 'telephone number'",""
"passed","Sat Aug 05 00:54:26 GMT 2023","Sat Aug 05 00:54:27 GMT 2023","1007","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Sat Aug 05 00:54:03 GMT 2023","Sat Aug 05 00:54:05 GMT 2023","1410","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Sat Aug 05 00:53:41 GMT 2023","Sat Aug 05 00:53:41 GMT 2023","147","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"passed","Sat Aug 05 00:52:10 GMT 2023","Sat Aug 05 00:52:17 GMT 2023","6719","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Aug 05 00:53:55 GMT 2023","Sat Aug 05 00:53:57 GMT 2023","1101","tests","test_main_page","TestMainPage","","","TC 009 - Проверка функциональности ссылки 'Доставка'",""
"passed","Sat Aug 05 00:55:34 GMT 2023","Sat Aug 05 00:55:34 GMT 2023","120","tests","test_main_page","TestMainPage","","","TC 014 - Проверка функциональности ссылки 'Оплатить заказ'",""
"passed","Sat Aug 05 00:52:40 GMT 2023","Sat Aug 05 00:52:47 GMT 2023","7775","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Aug 05 00:51:58 GMT 2023","Sat Aug 05 00:52:03 GMT 2023","4895","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Sat Aug 05 00:51:44 GMT 2023","Sat Aug 05 00:51:49 GMT 2023","4801","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"passed","Sat Aug 05 00:55:03 GMT 2023","Sat Aug 05 00:55:08 GMT 2023","4653","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Sat Aug 05 00:51:30 GMT 2023","Sat Aug 05 00:51:36 GMT 2023","6399","tests","test_main_page","TestMainPage","","","TC 002 - проверка title на главной странице",""
"passed","Sat Aug 05 00:56:53 GMT 2023","Sat Aug 05 00:56:53 GMT 2023","218","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_building_tools_smoke(catalog)",""
"passed","Sat Aug 05 00:53:48 GMT 2023","Sat Aug 05 00:53:48 GMT 2023","153","tests","test_main_page","TestMainPage","","","TC 008 - Проверка функциональности ссылки 'Каталог товаров'",""
"passed","Sat Aug 05 00:56:28 GMT 2023","Sat Aug 05 00:56:34 GMT 2023","5167","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"skipped","Sat Aug 05 00:57:17 GMT 2023","Sat Aug 05 00:57:48 GMT 2023","30709","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Sat Aug 05 00:56:03 GMT 2023","Sat Aug 05 00:56:05 GMT 2023","1853","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"passed","Sat Aug 05 00:52:55 GMT 2023","Sat Aug 05 00:53:02 GMT 2023","7563","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Aug 05 00:57:08 GMT 2023","Sat Aug 05 00:57:10 GMT 2023","2158","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"passed","Sat Aug 05 00:53:16 GMT 2023","Sat Aug 05 00:53:16 GMT 2023","121","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"passed","Sat Aug 05 00:54:19 GMT 2023","Sat Aug 05 00:54:19 GMT 2023","90","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
"passed","Sat Aug 05 00:56:41 GMT 2023","Sat Aug 05 00:56:46 GMT 2023","5022","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"passed","Sat Aug 05 00:54:42 GMT 2023","Sat Aug 05 00:54:46 GMT 2023","3297","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"passed","Sat Aug 05 00:54:33 GMT 2023","Sat Aug 05 00:54:35 GMT 2023","1435","tests","test_main_page","TestMainPage","","","TC 011 - Проверка функциональности ссылки 'Подъем на этаж'",""
"passed","Sat Aug 05 00:53:24 GMT 2023","Sat Aug 05 00:53:25 GMT 2023","1614","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Sat Aug 05 00:57:01 GMT 2023","Sat Aug 05 00:57:01 GMT 2023","206","tests.catalog","test_catalog_page","TestCatalogPage","","","001_positive_button_building_tools_smoke(catalog)",""
"skipped","Sat Aug 05 00:56:12 GMT 2023","Sat Aug 05 00:56:14 GMT 2023","1358","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Sat Aug 05 00:55:55 GMT 2023","Sat Aug 05 00:55:56 GMT 2023","1837","tests","test_main_page","TestMainPage","","","TC 016 - Проверка функциональности ссылки 'Прайс'",""
"skipped","Sat Aug 05 00:56:20 GMT 2023","Sat Aug 05 00:56:22 GMT 2023","1258","tests","test_main_page","TestMainPage","","","TC 017 - Проверка функциональности ссылки 'Отзывы'",""
"passed","Sat Aug 05 00:53:32 GMT 2023","Sat Aug 05 00:53:34 GMT 2023","1844","tests","test_main_page","TestMainPage","","","TC 007 - Проверка функциональности ссылки 'Строительные советы'",""
"passed","Sat Aug 05 00:55:15 GMT 2023","Sat Aug 05 00:55:20 GMT 2023","5296","tests","test_main_page","TestMainPage","","","TC 013 - Проверка функциональности ссылки 'Новинки'",""
"passed","Sat Aug 05 00:52:25 GMT 2023","Sat Aug 05 00:52:32 GMT 2023","7413","tests","test_main_page","TestMainPage","","","TC 004 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Sat Aug 05 00:54:12 GMT 2023","Sat Aug 05 00:54:12 GMT 2023","90","tests","test_main_page","TestMainPage","","","TC 010 - Проверка функциональности ссылки 'email'",""
