"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 20 01:05:54 GMT 2023","Fri Oct 20 01:06:25 GMT 2023","30414","tests.catalog","test_catalog_page","TestCatalogPage","","","002_positive_last_link_of_catalog_smoke",""
"broken","Fri Oct 20 01:10:50 GMT 2023","Fri Oct 20 01:10:55 GMT 2023","5157","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 020 Доставка товара весом до 2000кг. в синей зоне",""
"passed","Fri Oct 20 01:02:39 GMT 2023","Fri Oct 20 01:02:47 GMT 2023","7567","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"passed","Fri Oct 20 01:23:50 GMT 2023","Fri Oct 20 01:23:55 GMT 2023","4298","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"broken","Fri Oct 20 01:04:09 GMT 2023","Fri Oct 20 01:04:09 GMT 2023","15","tests","test_main_page","TestMainPage","","","TC 012 - Проверка функциональности ссылки 'Местоположение'",""
"broken","Fri Oct 20 01:08:21 GMT 2023","Fri Oct 20 01:08:37 GMT 2023","15888","tests.catalog","test_catalog_page","TestCatalogPage","","","008_positive_cost_plaster_mixtures_smoke",""
"failed","Fri Oct 20 01:23:28 GMT 2023","Fri Oct 20 01:23:30 GMT 2023","2237","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью формы авторизации",""
"skipped","Fri Oct 20 01:02:59 GMT 2023","Fri Oct 20 01:02:59 GMT 2023","18","tests","test_main_page","TestMainPage","","","TC 006 - Проверка функциональности ссылки 'Обратный звонок'",""
"broken","Fri Oct 20 01:09:27 GMT 2023","Fri Oct 20 01:09:32 GMT 2023","5309","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 008-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-149-4500-2300-3980-4490-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Fri Oct 20 01:02:06 GMT 2023","Fri Oct 20 01:02:12 GMT 2023","5961","tests","test_main_page","TestMainPage","","","TC 003 - Функционал кнопоки 'Корзина' в шапке главной страницы",""
"skipped","Fri Oct 20 01:22:20 GMT 2023","Fri Oct 20 01:22:39 GMT 2023","19650","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Авторизация с помощью аккаунта OK.ru",""
"skipped","Fri Oct 20 01:11:35 GMT 2023","Fri Oct 20 01:11:40 GMT 2023","5216","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 027 Доставка товара весом до 20000кг. в синей зоне",""
"passed","Fri Oct 20 01:21:15 GMT 2023","Fri Oct 20 01:21:17 GMT 2023","1830","tests.test_sign_in","test_sign_in_page","TestSignInPage","","","Переход со окна авторизации на главную страницу по клику на логотипе Стройрем",""
"passed","Fri Oct 20 01:17:13 GMT 2023","Fri Oct 20 01:17:21 GMT 2023","7816","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_there_is_no_discount_for_unauthorized_customer_red_prices_smoke",""
"broken","Fri Oct 20 01:08:38 GMT 2023","Fri Oct 20 01:08:43 GMT 2023","5742","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 001-products/uroven---uglomer-elektronnyj-kapro-992-1-30-0-1590-2190-https://sandboxtest.stroyrem-nn.ru/]",""
"passed","Fri Oct 20 01:12:00 GMT 2023","Fri Oct 20 01:12:15 GMT 2023","15247","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_0-49rub_smoke",""
"passed","Fri Oct 20 01:23:31 GMT 2023","Fri Oct 20 01:23:38 GMT 2023","6994","tests.test_ym","test_ym","TestYaMetric","","","ym_is_present_smoke",""
"skipped","Fri Oct 20 01:14:50 GMT 2023","Fri Oct 20 01:15:00 GMT 2023","10532","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_check_discount_displayed_for_unauthorized_customer_for_amount_5000_7499rub_smoke",""
"skipped","Fri Oct 20 01:10:25 GMT 2023","Fri Oct 20 01:10:30 GMT 2023","5051","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 016 Доставка товара весом до 300кг. в синей зоне",""
"broken","Fri Oct 20 01:05:21 GMT 2023","Fri Oct 20 01:05:21 GMT 2023","20","tests","test_main_page","TestMainPage","","","TC 018 - Проверка функциональности ссылки 'Акции'",""
"broken","Fri Oct 20 01:02:49 GMT 2023","Fri Oct 20 01:02:49 GMT 2023","16","tests","test_main_page","TestMainPage","","","TC 005 - Функционал блока 'Советы от профессионалов ремонта'",""
"broken","Fri Oct 20 01:10:18 GMT 2023","Fri Oct 20 01:10:24 GMT 2023","5780","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","TD 015 Доставка товара весом до 30кг. в синей зоне",""
"skipped","Fri Oct 20 01:18:30 GMT 2023","Fri Oct 20 01:18:45 GMT 2023","15237","tests.test_products_on_sale","test_products_on_sale_page","TestProductsOnSalePage","","","positive_discount_for_unauthorized_customer_purchase_amount_15000_and_above_smoke",""
"broken","Fri Oct 20 01:09:19 GMT 2023","Fri Oct 20 01:09:26 GMT 2023","6354","tests.delivery","test_delivery_calculation","TestDeliveryPageCalculation","","","test_positive_delivery_green_zone_smoke[TD 007-products/shtukaturka-gipsovaya-aksolit-m50-30-kg-mashinnogo-naneseniya-66-2000-1300-2490-2980-https://sandboxtest.stroyrem-nn.ru/]",""
